,passenger_id,survived,pclass,name,gender,age,sibsp,parch,ticket,fare,cabin,embarked
508,509,False,3,"Olsen, Mr. Henry Margido",MALE,28.0,0,0,C 4001,22.525,,Southampton
509,510,True,3,"Lang, Mr. Fang",MALE,26.0,0,0,1601,56.4958,,Southampton
510,511,True,3,"Daly, Mr. Eugene Patrick",MALE,29.0,0,0,382651,7.75,,Queenstown
511,512,False,3,"Webber, Mr. James",MALE,,0,0,SOTON/OQ 3101316,8.05,,Southampton
512,513,True,1,"McGough, Mr. James Robert",MALE,36.0,0,0,PC 17473,26.2875,E25,Southampton
513,514,True,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",FEMALE,54.0,1,0,PC 17603,59.4,,Cherbourg
514,515,False,3,"Coleff, Mr. Satio",MALE,24.0,0,0,349209,7.4958,,Southampton
515,516,False,1,"Walker, Mr. William Anderson",MALE,47.0,0,0,36967,34.0208,D46,Southampton
516,517,True,2,"Lemore, Mrs. (Amelia Milley)",FEMALE,34.0,0,0,C.A. 34260,10.5,F33,Southampton
517,518,False,3,"Ryan, Mr. Patrick",MALE,,0,0,371110,24.15,,Queenstown
518,519,True,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",FEMALE,36.0,1,0,226875,26.0,,Southampton
519,520,False,3,"Pavlovic, Mr. Stefo",MALE,32.0,0,0,349242,7.8958,,Southampton
520,521,True,1,"Perreault, Miss. Anne",FEMALE,30.0,0,0,12749,93.5,B73,Southampton
521,522,False,3,"Vovk, Mr. Janko",MALE,22.0,0,0,349252,7.8958,,Southampton
522,523,False,3,"Lahoud, Mr. Sarkis",MALE,,0,0,2624,7.225,,Cherbourg
523,524,True,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",FEMALE,44.0,0,1,111361,57.9792,B18,Cherbourg
524,525,False,3,"Kassem, Mr. Fared",MALE,,0,0,2700,7.2292,,Cherbourg
525,526,False,3,"Farrell, Mr. James",MALE,40.5,0,0,367232,7.75,,Queenstown
526,527,True,2,"Ridsdale, Miss. Lucy",FEMALE,50.0,0,0,W./C. 14258,10.5,,Southampton
527,528,False,1,"Farthing, Mr. John",MALE,,0,0,PC 17483,221.7792,C95,Southampton
528,529,False,3,"Salonen, Mr. Johan Werner",MALE,39.0,0,0,3101296,7.925,,Southampton
529,530,False,2,"Hocking, Mr. Richard George",MALE,23.0,2,1,29104,11.5,,Southampton
530,531,True,2,"Quick, Miss. Phyllis May",FEMALE,2.0,1,1,26360,26.0,,Southampton
531,532,False,3,"Toufik, Mr. Nakli",MALE,,0,0,2641,7.2292,,Cherbourg
532,533,False,3,"Elias, Mr. Joseph Jr",MALE,17.0,1,1,2690,7.2292,,Cherbourg
533,534,True,3,"Peter, Mrs. Catherine (Catherine Rizk)",FEMALE,,0,2,2668,22.3583,,Cherbourg
534,535,False,3,"Cacic, Miss. Marija",FEMALE,30.0,0,0,315084,8.6625,,Southampton
535,536,True,2,"Hart, Miss. Eva Miriam",FEMALE,7.0,0,2,F.C.C. 13529,26.25,,Southampton
536,537,False,1,"Butt, Major. Archibald Willingham",MALE,45.0,0,0,113050,26.55,B38,Southampton
537,538,True,1,"LeRoy, Miss. Bertha",FEMALE,30.0,0,0,PC 17761,106.425,,Cherbourg
538,539,False,3,"Risien, Mr. Samuel Beard",MALE,,0,0,364498,14.5,,Southampton
539,540,True,1,"Frolicher, Miss. Hedwig Margaritha",FEMALE,22.0,0,2,13568,49.5,B39,Cherbourg
540,541,True,1,"Crosby, Miss. Harriet R",FEMALE,36.0,0,2,WE/P 5735,71.0,B22,Southampton
541,542,False,3,"Andersson, Miss. Ingeborg Constanzia",FEMALE,9.0,4,2,347082,31.275,,Southampton
542,543,False,3,"Andersson, Miss. Sigrid Elisabeth",FEMALE,11.0,4,2,347082,31.275,,Southampton
543,544,True,2,"Beane, Mr. Edward",MALE,32.0,1,0,2908,26.0,,Southampton
544,545,False,1,"Douglas, Mr. Walter Donald",MALE,50.0,1,0,PC 17761,106.425,C86,Cherbourg
545,546,False,1,"Nicholson, Mr. Arthur Ernest",MALE,64.0,0,0,693,26.0,,Southampton
546,547,True,2,"Beane, Mrs. Edward (Ethel Clarke)",FEMALE,19.0,1,0,2908,26.0,,Southampton
547,548,True,2,"Padro y Manent, Mr. Julian",MALE,,0,0,SC/PARIS 2146,13.8625,,Cherbourg
548,549,False,3,"Goldsmith, Mr. Frank John",MALE,33.0,1,1,363291,20.525,,Southampton
549,550,True,2,"Davies, Master. John Morgan Jr",MALE,8.0,1,1,C.A. 33112,36.75,,Southampton
550,551,True,1,"Thayer, Mr. John Borland Jr",MALE,17.0,0,2,17421,110.8833,C70,Cherbourg
551,552,False,2,"Sharp, Mr. Percival James R",MALE,27.0,0,0,244358,26.0,,Southampton
552,553,False,3,"O'Brien, Mr. Timothy",MALE,,0,0,330979,7.8292,,Queenstown
553,554,True,3,"Leeni, Mr. Fahim (""Philip Zenni"")",MALE,22.0,0,0,2620,7.225,,Cherbourg
554,555,True,3,"Ohman, Miss. Velin",FEMALE,22.0,0,0,347085,7.775,,Southampton
555,556,False,1,"Wright, Mr. George",MALE,62.0,0,0,113807,26.55,,Southampton
556,557,True,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",FEMALE,48.0,1,0,11755,39.6,A16,Cherbourg
557,558,False,1,"Robbins, Mr. Victor",MALE,,0,0,PC 17757,227.525,,Cherbourg
558,559,True,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",FEMALE,39.0,1,1,110413,79.65,E67,Southampton
559,560,True,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",FEMALE,36.0,1,0,345572,17.4,,Southampton
560,561,False,3,"Morrow, Mr. Thomas Rowan",MALE,,0,0,372622,7.75,,Queenstown
561,562,False,3,"Sivic, Mr. Husein",MALE,40.0,0,0,349251,7.8958,,Southampton
562,563,False,2,"Norman, Mr. Robert Douglas",MALE,28.0,0,0,218629,13.5,,Southampton
563,564,False,3,"Simmons, Mr. John",MALE,,0,0,SOTON/OQ 392082,8.05,,Southampton
564,565,False,3,"Meanwell, Miss. (Marion Ogden)",FEMALE,,0,0,SOTON/O.Q. 392087,8.05,,Southampton
565,566,False,3,"Davies, Mr. Alfred J",MALE,24.0,2,0,A/4 48871,24.15,,Southampton
566,567,False,3,"Stoytcheff, Mr. Ilia",MALE,19.0,0,0,349205,7.8958,,Southampton
567,568,False,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",FEMALE,29.0,0,4,349909,21.075,,Southampton
568,569,False,3,"Doharr, Mr. Tannous",MALE,,0,0,2686,7.2292,,Cherbourg
569,570,True,3,"Jonsson, Mr. Carl",MALE,32.0,0,0,350417,7.8542,,Southampton
570,571,True,2,"Harris, Mr. George",MALE,62.0,0,0,S.W./PP 752,10.5,,Southampton
571,572,True,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",FEMALE,53.0,2,0,11769,51.4792,C101,Southampton
572,573,True,1,"Flynn, Mr. John Irwin (""Irving"")",MALE,36.0,0,0,PC 17474,26.3875,E25,Southampton
573,574,True,3,"Kelly, Miss. Mary",FEMALE,,0,0,14312,7.75,,Queenstown
574,575,False,3,"Rush, Mr. Alfred George John",MALE,16.0,0,0,A/4. 20589,8.05,,Southampton
575,576,False,3,"Patchett, Mr. George",MALE,19.0,0,0,358585,14.5,,Southampton
576,577,True,2,"Garside, Miss. Ethel",FEMALE,34.0,0,0,243880,13.0,,Southampton
577,578,True,1,"Silvey, Mrs. William Baird (Alice Munger)",FEMALE,39.0,1,0,13507,55.9,E44,Southampton
578,579,False,3,"Caram, Mrs. Joseph (Maria Elias)",FEMALE,,1,0,2689,14.4583,,Cherbourg
579,580,True,3,"Jussila, Mr. Eiriik",MALE,32.0,0,0,STON/O 2. 3101286,7.925,,Southampton
580,581,True,2,"Christy, Miss. Julie Rachel",FEMALE,25.0,1,1,237789,30.0,,Southampton
581,582,True,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",FEMALE,39.0,1,1,17421,110.8833,C68,Cherbourg
582,583,False,2,"Downton, Mr. William James",MALE,54.0,0,0,28403,26.0,,Southampton
583,584,False,1,"Ross, Mr. John Hugo",MALE,36.0,0,0,13049,40.125,A10,Cherbourg
584,585,False,3,"Paulner, Mr. Uscher",MALE,,0,0,3411,8.7125,,Cherbourg
585,586,True,1,"Taussig, Miss. Ruth",FEMALE,18.0,0,2,110413,79.65,E68,Southampton
586,587,False,2,"Jarvis, Mr. John Denzil",MALE,47.0,0,0,237565,15.0,,Southampton
587,588,True,1,"Frolicher-Stehli, Mr. Maxmillian",MALE,60.0,1,1,13567,79.2,B41,Cherbourg
588,589,False,3,"Gilinski, Mr. Eliezer",MALE,22.0,0,0,14973,8.05,,Southampton
589,590,False,3,"Murdlin, Mr. Joseph",MALE,,0,0,A./5. 3235,8.05,,Southampton
590,591,False,3,"Rintamaki, Mr. Matti",MALE,35.0,0,0,STON/O 2. 3101273,7.125,,Southampton
591,592,True,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",FEMALE,52.0,1,0,36947,78.2667,D20,Cherbourg
592,593,False,3,"Elsbury, Mr. William James",MALE,47.0,0,0,A/5 3902,7.25,,Southampton
593,594,False,3,"Bourke, Miss. Mary",FEMALE,,0,2,364848,7.75,,Queenstown
594,595,False,2,"Chapman, Mr. John Henry",MALE,37.0,1,0,SC/AH 29037,26.0,,Southampton
595,596,False,3,"Van Impe, Mr. Jean Baptiste",MALE,36.0,1,1,345773,24.15,,Southampton
596,597,True,2,"Leitch, Miss. Jessie Wills",FEMALE,,0,0,248727,33.0,,Southampton
597,598,False,3,"Johnson, Mr. Alfred",MALE,49.0,0,0,LINE,0.0,,Southampton
598,599,False,3,"Boulos, Mr. Hanna",MALE,,0,0,2664,7.225,,Cherbourg
599,600,True,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",MALE,49.0,1,0,PC 17485,56.9292,A20,Cherbourg
600,601,True,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",FEMALE,24.0,2,1,243847,27.0,,Southampton
601,602,False,3,"Slabenoff, Mr. Petco",MALE,,0,0,349214,7.8958,,Southampton
602,603,False,1,"Harrington, Mr. Charles H",MALE,,0,0,113796,42.4,,Southampton
603,604,False,3,"Torber, Mr. Ernst William",MALE,44.0,0,0,364511,8.05,,Southampton
604,605,True,1,"Homer, Mr. Harry (""Mr E Haven"")",MALE,35.0,0,0,111426,26.55,,Cherbourg
605,606,False,3,"Lindell, Mr. Edvard Bengtsson",MALE,36.0,1,0,349910,15.55,,Southampton
606,607,False,3,"Karaic, Mr. Milan",MALE,30.0,0,0,349246,7.8958,,Southampton
607,608,True,1,"Daniel, Mr. Robert Williams",MALE,27.0,0,0,113804,30.5,,Southampton
608,609,True,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",FEMALE,22.0,1,2,SC/Paris 2123,41.5792,,Cherbourg
609,610,True,1,"Shutes, Miss. Elizabeth W",FEMALE,40.0,0,0,PC 17582,153.4625,C125,Southampton
610,611,False,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",FEMALE,39.0,1,5,347082,31.275,,Southampton
611,612,False,3,"Jardin, Mr. Jose Neto",MALE,,0,0,SOTON/O.Q. 3101305,7.05,,Southampton
612,613,True,3,"Murphy, Miss. Margaret Jane",FEMALE,,1,0,367230,15.5,,Queenstown
613,614,False,3,"Horgan, Mr. John",MALE,,0,0,370377,7.75,,Queenstown
614,615,False,3,"Brocklebank, Mr. William Alfred",MALE,35.0,0,0,364512,8.05,,Southampton
615,616,True,2,"Herman, Miss. Alice",FEMALE,24.0,1,2,220845,65.0,,Southampton
616,617,False,3,"Danbom, Mr. Ernst Gilbert",MALE,34.0,1,1,347080,14.4,,Southampton
617,618,False,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",FEMALE,26.0,1,0,A/5. 3336,16.1,,Southampton
618,619,True,2,"Becker, Miss. Marion Louise",FEMALE,4.0,2,1,230136,39.0,F4,Southampton
619,620,False,2,"Gavey, Mr. Lawrence",MALE,26.0,0,0,31028,10.5,,Southampton
620,621,False,3,"Yasbeck, Mr. Antoni",MALE,27.0,1,0,2659,14.4542,,Cherbourg
621,622,True,1,"Kimball, Mr. Edwin Nelson Jr",MALE,42.0,1,0,11753,52.5542,D19,Southampton
622,623,True,3,"Nakid, Mr. Sahid",MALE,20.0,1,1,2653,15.7417,,Cherbourg
623,624,False,3,"Hansen, Mr. Henry Damsgaard",MALE,21.0,0,0,350029,7.8542,,Southampton
624,625,False,3,"Bowen, Mr. David John ""Dai""",MALE,21.0,0,0,54636,16.1,,Southampton
625,626,False,1,"Sutton, Mr. Frederick",MALE,61.0,0,0,36963,32.3208,D50,Southampton
626,627,False,2,"Kirkland, Rev. Charles Leonard",MALE,57.0,0,0,219533,12.35,,Queenstown
627,628,True,1,"Longley, Miss. Gretchen Fiske",FEMALE,21.0,0,0,13502,77.9583,D9,Southampton
628,629,False,3,"Bostandyeff, Mr. Guentcho",MALE,26.0,0,0,349224,7.8958,,Southampton
629,630,False,3,"O'Connell, Mr. Patrick D",MALE,,0,0,334912,7.7333,,Queenstown
630,631,True,1,"Barkworth, Mr. Algernon Henry Wilson",MALE,80.0,0,0,27042,30.0,A23,Southampton
631,632,False,3,"Lundahl, Mr. Johan Svensson",MALE,51.0,0,0,347743,7.0542,,Southampton
632,633,True,1,"Stahelin-Maeglin, Dr. Max",MALE,32.0,0,0,13214,30.5,B50,Cherbourg
633,634,False,1,"Parr, Mr. William Henry Marsh",MALE,,0,0,112052,0.0,,Southampton
634,635,False,3,"Skoog, Miss. Mabel",FEMALE,9.0,3,2,347088,27.9,,Southampton
635,636,True,2,"Davis, Miss. Mary",FEMALE,28.0,0,0,237668,13.0,,Southampton
636,637,False,3,"Leinonen, Mr. Antti Gustaf",MALE,32.0,0,0,STON/O 2. 3101292,7.925,,Southampton
637,638,False,2,"Collyer, Mr. Harvey",MALE,31.0,1,1,C.A. 31921,26.25,,Southampton
638,639,False,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",FEMALE,41.0,0,5,3101295,39.6875,,Southampton
639,640,False,3,"Thorneycroft, Mr. Percival",MALE,,1,0,376564,16.1,,Southampton
640,641,False,3,"Jensen, Mr. Hans Peder",MALE,20.0,0,0,350050,7.8542,,Southampton
641,642,True,1,"Sagesser, Mlle. Emma",FEMALE,24.0,0,0,PC 17477,69.3,B35,Cherbourg
642,643,False,3,"Skoog, Miss. Margit Elizabeth",FEMALE,2.0,3,2,347088,27.9,,Southampton
643,644,True,3,"Foo, Mr. Choong",MALE,,0,0,1601,56.4958,,Southampton
644,645,True,3,"Baclini, Miss. Eugenie",FEMALE,0.75,2,1,2666,19.2583,,Cherbourg
645,646,True,1,"Harper, Mr. Henry Sleeper",MALE,48.0,1,0,PC 17572,76.7292,D33,Cherbourg
646,647,False,3,"Cor, Mr. Liudevit",MALE,19.0,0,0,349231,7.8958,,Southampton
647,648,True,1,"Simonius-Blumer, Col. Oberst Alfons",MALE,56.0,0,0,13213,35.5,A26,Cherbourg
648,649,False,3,"Willey, Mr. Edward",MALE,,0,0,S.O./P.P. 751,7.55,,Southampton
649,650,True,3,"Stanley, Miss. Amy Zillah Elsie",FEMALE,23.0,0,0,CA. 2314,7.55,,Southampton
650,651,False,3,"Mitkoff, Mr. Mito",MALE,,0,0,349221,7.8958,,Southampton
651,652,True,2,"Doling, Miss. Elsie",FEMALE,18.0,0,1,231919,23.0,,Southampton
652,653,False,3,"Kalvik, Mr. Johannes Halvorsen",MALE,21.0,0,0,8475,8.4333,,Southampton
653,654,True,3,"O'Leary, Miss. Hanora ""Norah""",FEMALE,,0,0,330919,7.8292,,Queenstown
654,655,False,3,"Hegarty, Miss. Hanora ""Nora""",FEMALE,18.0,0,0,365226,6.75,,Queenstown
655,656,False,2,"Hickman, Mr. Leonard Mark",MALE,24.0,2,0,S.O.C. 14879,73.5,,Southampton
656,657,False,3,"Radeff, Mr. Alexander",MALE,,0,0,349223,7.8958,,Southampton
657,658,False,3,"Bourke, Mrs. John (Catherine)",FEMALE,32.0,1,1,364849,15.5,,Queenstown
658,659,False,2,"Eitemiller, Mr. George Floyd",MALE,23.0,0,0,29751,13.0,,Southampton
659,660,False,1,"Newell, Mr. Arthur Webster",MALE,58.0,0,2,35273,113.275,D48,Cherbourg
660,661,True,1,"Frauenthal, Dr. Henry William",MALE,50.0,2,0,PC 17611,133.65,,Southampton
661,662,False,3,"Badt, Mr. Mohamed",MALE,40.0,0,0,2623,7.225,,Cherbourg
662,663,False,1,"Colley, Mr. Edward Pomeroy",MALE,47.0,0,0,5727,25.5875,E58,Southampton
663,664,False,3,"Coleff, Mr. Peju",MALE,36.0,0,0,349210,7.4958,,Southampton
664,665,True,3,"Lindqvist, Mr. Eino William",MALE,20.0,1,0,STON/O 2. 3101285,7.925,,Southampton
665,666,False,2,"Hickman, Mr. Lewis",MALE,32.0,2,0,S.O.C. 14879,73.5,,Southampton
666,667,False,2,"Butler, Mr. Reginald Fenton",MALE,25.0,0,0,234686,13.0,,Southampton
667,668,False,3,"Rommetvedt, Mr. Knud Paust",MALE,,0,0,312993,7.775,,Southampton
668,669,False,3,"Cook, Mr. Jacob",MALE,43.0,0,0,A/5 3536,8.05,,Southampton
669,670,True,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",FEMALE,,1,0,19996,52.0,C126,Southampton
670,671,True,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",FEMALE,40.0,1,1,29750,39.0,,Southampton
671,672,False,1,"Davidson, Mr. Thornton",MALE,31.0,1,0,F.C. 12750,52.0,B71,Southampton
672,673,False,2,"Mitchell, Mr. Henry Michael",MALE,70.0,0,0,C.A. 24580,10.5,,Southampton
673,674,True,2,"Wilhelms, Mr. Charles",MALE,31.0,0,0,244270,13.0,,Southampton
674,675,False,2,"Watson, Mr. Ennis Hastings",MALE,,0,0,239856,0.0,,Southampton
675,676,False,3,"Edvardsson, Mr. Gustaf Hjalmar",MALE,18.0,0,0,349912,7.775,,Southampton
676,677,False,3,"Sawyer, Mr. Frederick Charles",MALE,24.5,0,0,342826,8.05,,Southampton
677,678,True,3,"Turja, Miss. Anna Sofia",FEMALE,18.0,0,0,4138,9.8417,,Southampton
678,679,False,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",FEMALE,43.0,1,6,CA 2144,46.9,,Southampton
679,680,True,1,"Cardeza, Mr. Thomas Drake Martinez",MALE,36.0,0,1,PC 17755,512.3292,B51 B53 B55,Cherbourg
680,681,False,3,"Peters, Miss. Katie",FEMALE,,0,0,330935,8.1375,,Queenstown
681,682,True,1,"Hassab, Mr. Hammad",MALE,27.0,0,0,PC 17572,76.7292,D49,Cherbourg
682,683,False,3,"Olsvigen, Mr. Thor Anderson",MALE,20.0,0,0,6563,9.225,,Southampton
683,684,False,3,"Goodwin, Mr. Charles Edward",MALE,14.0,5,2,CA 2144,46.9,,Southampton
684,685,False,2,"Brown, Mr. Thomas William Solomon",MALE,60.0,1,1,29750,39.0,,Southampton
685,686,False,2,"Laroche, Mr. Joseph Philippe Lemercier",MALE,25.0,1,2,SC/Paris 2123,41.5792,,Cherbourg
686,687,False,3,"Panula, Mr. Jaako Arnold",MALE,14.0,4,1,3101295,39.6875,,Southampton
687,688,False,3,"Dakic, Mr. Branko",MALE,19.0,0,0,349228,10.1708,,Southampton
688,689,False,3,"Fischer, Mr. Eberhard Thelander",MALE,18.0,0,0,350036,7.7958,,Southampton
689,690,True,1,"Madill, Miss. Georgette Alexandra",FEMALE,15.0,0,1,24160,211.3375,B5,Southampton
690,691,True,1,"Dick, Mr. Albert Adrian",MALE,31.0,1,0,17474,57.0,B20,Southampton
691,692,True,3,"Karun, Miss. Manca",FEMALE,4.0,0,1,349256,13.4167,,Cherbourg
692,693,True,3,"Lam, Mr. Ali",MALE,,0,0,1601,56.4958,,Southampton
693,694,False,3,"Saad, Mr. Khalil",MALE,25.0,0,0,2672,7.225,,Cherbourg
694,695,False,1,"Weir, Col. John",MALE,60.0,0,0,113800,26.55,,Southampton
695,696,False,2,"Chapman, Mr. Charles Henry",MALE,52.0,0,0,248731,13.5,,Southampton
696,697,False,3,"Kelly, Mr. James",MALE,44.0,0,0,363592,8.05,,Southampton
697,698,True,3,"Mullens, Miss. Katherine ""Katie""",FEMALE,,0,0,35852,7.7333,,Queenstown
698,699,False,1,"Thayer, Mr. John Borland",MALE,49.0,1,1,17421,110.8833,C68,Cherbourg
699,700,False,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",MALE,42.0,0,0,348121,7.65,F G63,Southampton
700,701,True,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",FEMALE,18.0,1,0,PC 17757,227.525,C62 C64,Cherbourg
701,702,True,1,"Silverthorne, Mr. Spencer Victor",MALE,35.0,0,0,PC 17475,26.2875,E24,Southampton
702,703,False,3,"Barbara, Miss. Saiide",FEMALE,18.0,0,1,2691,14.4542,,Cherbourg
703,704,False,3,"Gallagher, Mr. Martin",MALE,25.0,0,0,36864,7.7417,,Queenstown
704,705,False,3,"Hansen, Mr. Henrik Juul",MALE,26.0,1,0,350025,7.8542,,Southampton
705,706,False,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",MALE,39.0,0,0,250655,26.0,,Southampton
706,707,True,2,"Kelly, Mrs. Florence ""Fannie""",FEMALE,45.0,0,0,223596,13.5,,Southampton
707,708,True,1,"Calderhead, Mr. Edward Pennington",MALE,42.0,0,0,PC 17476,26.2875,E24,Southampton
708,709,True,1,"Cleaver, Miss. Alice",FEMALE,22.0,0,0,113781,151.55,,Southampton
709,710,True,3,"Moubarek, Master. Halim Gonios (""William George"")",MALE,,1,1,2661,15.2458,,Cherbourg
710,711,True,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",FEMALE,24.0,0,0,PC 17482,49.5042,C90,Cherbourg
711,712,False,1,"Klaber, Mr. Herman",MALE,,0,0,113028,26.55,C124,Southampton
712,713,True,1,"Taylor, Mr. Elmer Zebley",MALE,48.0,1,0,19996,52.0,C126,Southampton
713,714,False,3,"Larsson, Mr. August Viktor",MALE,29.0,0,0,7545,9.4833,,Southampton
714,715,False,2,"Greenberg, Mr. Samuel",MALE,52.0,0,0,250647,13.0,,Southampton
715,716,False,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",MALE,19.0,0,0,348124,7.65,F G73,Southampton
716,717,True,1,"Endres, Miss. Caroline Louise",FEMALE,38.0,0,0,PC 17757,227.525,C45,Cherbourg
717,718,True,2,"Troutt, Miss. Edwina Celia ""Winnie""",FEMALE,27.0,0,0,34218,10.5,E101,Southampton
718,719,False,3,"McEvoy, Mr. Michael",MALE,,0,0,36568,15.5,,Queenstown
719,720,False,3,"Johnson, Mr. Malkolm Joackim",MALE,33.0,0,0,347062,7.775,,Southampton
720,721,True,2,"Harper, Miss. Annie Jessie ""Nina""",FEMALE,6.0,0,1,248727,33.0,,Southampton
721,722,False,3,"Jensen, Mr. Svend Lauritz",MALE,17.0,1,0,350048,7.0542,,Southampton
722,723,False,2,"Gillespie, Mr. William Henry",MALE,34.0,0,0,12233,13.0,,Southampton
723,724,False,2,"Hodges, Mr. Henry Price",MALE,50.0,0,0,250643,13.0,,Southampton
724,725,True,1,"Chambers, Mr. Norman Campbell",MALE,27.0,1,0,113806,53.1,E8,Southampton
725,726,False,3,"Oreskovic, Mr. Luka",MALE,20.0,0,0,315094,8.6625,,Southampton
726,727,True,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",FEMALE,30.0,3,0,31027,21.0,,Southampton
727,728,True,3,"Mannion, Miss. Margareth",FEMALE,,0,0,36866,7.7375,,Queenstown
728,729,False,2,"Bryhl, Mr. Kurt Arnold Gottfrid",MALE,25.0,1,0,236853,26.0,,Southampton
729,730,False,3,"Ilmakangas, Miss. Pieta Sofia",FEMALE,25.0,1,0,STON/O2. 3101271,7.925,,Southampton
730,731,True,1,"Allen, Miss. Elisabeth Walton",FEMALE,29.0,0,0,24160,211.3375,B5,Southampton
731,732,False,3,"Hassan, Mr. Houssein G N",MALE,11.0,0,0,2699,18.7875,,Cherbourg
732,733,False,2,"Knight, Mr. Robert J",MALE,,0,0,239855,0.0,,Southampton
733,734,False,2,"Berriman, Mr. William John",MALE,23.0,0,0,28425,13.0,,Southampton
734,735,False,2,"Troupiansky, Mr. Moses Aaron",MALE,23.0,0,0,233639,13.0,,Southampton
735,736,False,3,"Williams, Mr. Leslie",MALE,28.5,0,0,54636,16.1,,Southampton
736,737,False,3,"Ford, Mrs. Edward (Margaret Ann Watson)",FEMALE,48.0,1,3,W./C. 6608,34.375,,Southampton
737,738,True,1,"Lesurer, Mr. Gustave J",MALE,35.0,0,0,PC 17755,512.3292,B101,Cherbourg
738,739,False,3,"Ivanoff, Mr. Kanio",MALE,,0,0,349201,7.8958,,Southampton
739,740,False,3,"Nankoff, Mr. Minko",MALE,,0,0,349218,7.8958,,Southampton
740,741,True,1,"Hawksford, Mr. Walter James",MALE,,0,0,16988,30.0,D45,Southampton
741,742,False,1,"Cavendish, Mr. Tyrell William",MALE,36.0,1,0,19877,78.85,C46,Southampton
742,743,True,1,"Ryerson, Miss. Susan Parker ""Suzette""",FEMALE,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
743,744,False,3,"McNamee, Mr. Neal",MALE,24.0,1,0,376566,16.1,,Southampton
744,745,True,3,"Stranden, Mr. Juho",MALE,31.0,0,0,STON/O 2. 3101288,7.925,,Southampton
745,746,False,1,"Crosby, Capt. Edward Gifford",MALE,70.0,1,1,WE/P 5735,71.0,B22,Southampton
746,747,False,3,"Abbott, Mr. Rossmore Edward",MALE,16.0,1,1,C.A. 2673,20.25,,Southampton
747,748,True,2,"Sinkkonen, Miss. Anna",FEMALE,30.0,0,0,250648,13.0,,Southampton
748,749,False,1,"Marvin, Mr. Daniel Warner",MALE,19.0,1,0,113773,53.1,D30,Southampton
749,750,False,3,"Connaghton, Mr. Michael",MALE,31.0,0,0,335097,7.75,,Queenstown
750,751,True,2,"Wells, Miss. Joan",FEMALE,4.0,1,1,29103,23.0,,Southampton
751,752,True,3,"Moor, Master. Meier",MALE,6.0,0,1,392096,12.475,E121,Southampton
752,753,False,3,"Vande Velde, Mr. Johannes Joseph",MALE,33.0,0,0,345780,9.5,,Southampton
753,754,False,3,"Jonkoff, Mr. Lalio",MALE,23.0,0,0,349204,7.8958,,Southampton
754,755,True,2,"Herman, Mrs. Samuel (Jane Laver)",FEMALE,48.0,1,2,220845,65.0,,Southampton
755,756,True,2,"Hamalainen, Master. Viljo",MALE,0.67,1,1,250649,14.5,,Southampton
756,757,False,3,"Carlsson, Mr. August Sigfrid",MALE,28.0,0,0,350042,7.7958,,Southampton
757,758,False,2,"Bailey, Mr. Percy Andrew",MALE,18.0,0,0,29108,11.5,,Southampton
758,759,False,3,"Theobald, Mr. Thomas Leonard",MALE,34.0,0,0,363294,8.05,,Southampton
759,760,True,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",FEMALE,33.0,0,0,110152,86.5,B77,Southampton
760,761,False,3,"Garfirth, Mr. John",MALE,,0,0,358585,14.5,,Southampton
761,762,False,3,"Nirva, Mr. Iisakki Antino Aijo",MALE,41.0,0,0,SOTON/O2 3101272,7.125,,Southampton
762,763,True,3,"Barah, Mr. Hanna Assi",MALE,20.0,0,0,2663,7.2292,,Cherbourg
763,764,True,1,"Carter, Mrs. William Ernest (Lucile Polk)",FEMALE,36.0,1,2,113760,120.0,B96 B98,Southampton
764,765,False,3,"Eklund, Mr. Hans Linus",MALE,16.0,0,0,347074,7.775,,Southampton
